GENDER,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,ANNUAL_MILEAGE,VEHICLE_TYPE,SPEEDING_VIOLATIONS,PAST_ACCIDENTS,AGE,DRIVING_EXPERIENCE,OUTCOME
0,2,3,0.699968933,1,1,0,1,14000.0,0,0,0,3,2,0
1,0,1,0.220453882,1,0,0,1,13000.0,0,2,1,3,3,0
0,1,1,0.273176765,1,1,1,0,12000.0,0,2,0,1,3,1
1,2,3,0.582311723,1,0,0,1,13000.0,0,0,3,3,4,0
0,0,0,0.220160832,0,0,0,0,16000.0,0,0,0,0,2,1
1,0,0,0.254392884,0,0,0,0,16000.0,0,0,0,1,3,0
0,1,2,0.577784789,0,0,0,1,12000.0,0,3,2,3,4,0
1,1,2,0.480974254,1,0,0,0,14000.0,0,0,0,2,2,1
0,1,3,0.678236841,1,1,1,1,10000.0,0,0,0,3,2,0
1,2,3,0.62717089,0,1,0,1,13000.0,0,1,0,3,4,0
1,2,3,0.68700212,0,0,1,1,9000.0,0,1,1,2,3,1
1,2,3,0.472497272,1,0,1,1,8000.0,0,5,0,3,4,0
1,1,2,0.428001633,1,0,1,0,12000.0,0,2,0,2,3,0
1,1,3,0.486914397,1,0,1,0,11000.0,0,2,0,2,3,1
1,1,1,0.524146466,0,0,0,0,17000.0,0,0,0,2,2,1
1,0,1,0.50952146,1,1,0,1,13000.0,0,2,0,2,3,0
1,1,1,0.564601601,0,0,0,1,13000.0,0,1,1,2,4,0
1,2,3,0.587048708,1,0,1,1,9000.0,0,3,1,2,4,0
0,0,0,0.347469738,1,0,1,1,9000.0,0,0,0,1,2,1
1,2,2,0.674251148,1,1,0,1,10000.0,0,4,0,2,3,0
0,2,0,0.291928942,0,0,0,0,10000.0,0,0,0,1,0,1
0,0,0,0.118445443,0,0,0,1,17000.0,0,1,0,2,4,0
0,2,3,0.636925633,1,1,1,1,11000.0,0,0,0,1,2,0
1,2,3,0.553963672,1,0,1,1,10000.0,0,2,0,3,4,0
1,1,1,0.429582513,1,0,1,1,10000.0,0,0,0,0,0,0
0,1,3,0.669581239,1,1,0,1,9000.0,0,9,3,3,4,0
1,2,3,0.612377027,1,0,1,1,13000.0,0,0,0,4,1,0
1,1,3,0.381242392,0,1,1,1,16000.0,0,1,0,3,4,0
1,1,1,0.510541614,0,0,0,0,12000.0,0,0,0,1,1,1
0,1,1,0.529743005,1,0,1,1,6000.0,0,6,1,2,3,1
1,2,3,0.563666885,1,1,0,1,14000.0,0,3,0,3,4,0
1,0,2,0.42337709,0,0,1,1,10000.0,0,0,0,2,3,0
0,1,0,0.30049733,0,0,0,0,13000.0,0,0,0,0,2,1
0,2,3,0.606721577,0,0,1,1,11000.0,0,6,1,4,4,0
1,2,3,0.514837939,1,1,1,1,11000.0,0,0,2,3,3,0
1,1,1,0.291977658,0,0,0,1,12000.0,0,0,0,0,2,1
0,1,3,0.575082013,1,1,1,1,11000.0,0,3,8,4,4,0
1,1,3,0.61366119,1,1,1,1,9000.0,0,3,1,4,4,0
0,2,3,0.628188702,0,0,0,1,11000.0,0,1,0,2,3,0
1,0,0,0.410695697,0,0,0,0,16000.0,0,0,0,2,0,1
0,2,1,0.257134276,0,0,1,1,10000.0,0,7,4,3,4,0
0,2,3,0.631650472,1,0,1,1,10000.0,0,0,0,2,2,1
0,2,2,0.54030291,0,0,0,0,14000.0,0,0,0,1,2,1
0,2,3,0.736750457,1,0,0,1,15000.0,0,3,3,3,3,0
1,1,0,0.337677466,0,0,0,0,16000.0,0,0,0,0,2,1
0,2,3,0.565015422,1,0,1,1,14000.0,0,3,4,3,4,0
0,2,3,0.689855748,1,1,1,1,9000.0,0,1,1,2,3,0
1,1,2,0.558470224,1,0,0,1,10000.0,0,1,4,3,4,0
1,0,2,0.589517054,1,1,0,1,14000.0,0,1,0,2,4,0
1,1,3,0.668684561,1,0,1,1,8000.0,0,0,0,3,0,1
1,0,2,0.682706489,1,1,0,1,11000.0,0,3,0,4,3,0
0,2,2,0.49099573,1,1,1,0,14000.0,0,2,0,2,3,1
0,2,3,0.77488387,1,0,1,1,16000.0,0,2,0,1,3,1
0,1,3,0.645273283,0,0,1,1,11000.0,0,0,0,2,2,1
0,1,0,0.317653291,1,0,1,1,9000.0,0,0,4,1,3,0
0,1,1,0.481190931,0,1,0,1,13000.0,0,1,1,1,3,0
0,1,2,0.52013398,0,0,0,0,15000.0,0,0,4,2,4,0
1,1,0,0.502622773,1,0,1,0,10000.0,0,0,0,1,2,0
1,0,3,0.514629902,1,0,0,0,15000.0,1,2,1,3,4,0
0,1,3,0.677090701,1,0,0,1,12000.0,0,0,0,2,3,0
1,2,3,0.709301407,1,0,1,1,10000.0,0,6,1,3,4,0
0,1,3,0.422567967,1,1,1,1,8000.0,0,7,7,4,4,0
1,0,1,0.33770726,0,0,0,0,14000.0,0,3,1,3,4,0
0,1,2,0.478278649,1,1,0,0,16000.0,0,1,0,3,4,0
0,1,3,0.693816313,1,0,1,1,12000.0,0,0,0,4,2,1
1,0,0,0.471240913,1,0,0,0,12000.0,0,0,0,0,2,1
1,2,3,0.626266081,0,1,1,1,11000.0,0,0,0,3,4,0
1,0,3,0.728305975,1,0,0,1,7000.0,0,4,0,1,3,1
0,2,3,0.672014,1,0,1,0,13000.0,0,5,0,3,4,0
0,2,3,0.57354107,1,0,1,1,9000.0,0,0,0,2,2,0
1,0,0,0.235528756,1,0,0,0,17000.0,0,0,0,1,2,0
0,1,3,0.502986277,1,1,1,1,8000.0,0,6,4,2,4,0
1,1,3,0.598628553,0,1,1,1,10000.0,0,0,0,4,2,1
0,1,0,0.281622628,1,0,0,1,10000.0,0,0,0,0,0,1
1,0,3,0.449675629,0,1,0,1,11000.0,0,2,0,2,4,0
0,2,3,0.455190617,0,0,1,1,9000.0,0,1,2,2,3,0
0,2,3,0.494109431,1,1,1,1,13000.0,0,3,1,4,3,0
1,0,0,0.395962359,1,0,1,1,10000.0,0,0,0,0,1,0
1,0,0,0.320404901,0,0,0,1,13000.0,0,1,0,2,3,0
0,2,3,0.648629146,1,1,1,1,10000.0,0,5,7,3,4,0
1,2,2,0.492577022,1,1,1,1,13000.0,0,2,1,2,2,0
0,2,3,0.600204472,1,1,1,1,9000.0,0,0,1,2,3,0
1,1,2,0.537108788,1,0,1,1,10000.0,0,1,2,2,3,0
1,1,3,0.590678139,1,1,1,1,12000.0,0,2,0,2,4,0
1,1,1,0.314799538,1,0,0,0,11000.0,0,0,2,1,3,0
1,1,2,0.57279809,1,0,0,0,16000.0,0,1,1,3,4,0
1,1,1,0.504515747,1,0,1,0,9000.0,0,2,0,2,3,0
1,2,3,0.76691663,1,0,0,1,11000.0,0,3,1,3,3,0
1,1,3,0.691981898,1,0,0,1,10000.0,0,0,0,1,3,0
0,1,1,0.377714728,1,0,0,0,14000.0,0,0,0,1,2,1
0,1,3,0.635786486,1,0,1,1,9000.0,0,1,4,3,4,0
1,0,0,0.451972745,1,0,0,1,8000.0,0,0,0,1,2,1
1,2,3,0.661301506,1,0,1,1,10000.0,0,2,3,4,4,1
0,1,2,0.577028007,1,0,0,0,12000.0,0,0,0,2,2,0
1,2,3,0.701077905,1,1,1,1,8000.0,0,3,0,3,3,0
1,1,2,0.672215789,1,1,0,0,17000.0,0,0,0,1,1,0
0,2,2,0.574656448,1,0,0,0,14000.0,0,3,0,2,3,0
1,2,3,0.770457319,0,0,1,1,8000.0,0,0,0,2,2,1
0,2,3,0.617116574,1,1,1,1,8000.0,0,6,10,3,4,0
0,2,2,0.543135352,1,0,0,0,8000.0,0,0,0,0,0,1
1,0,1,0.462958707,1,0,1,1,13000.0,0,3,1,3,4,1
1,1,1,0.452858009,0,0,0,0,16000.0,0,0,0,0,2,1
1,0,2,0.59577468,1,0,0,1,8000.0,0,3,3,3,4,0
0,0,1,0.377749547,1,0,0,0,11000.0,0,2,2,2,3,1
0,2,3,0.570121,1,0,1,1,5000.0,0,22,6,3,4,0
0,2,3,0.551068337,1,0,1,1,12000.0,0,0,0,3,1,1
0,2,3,0.610006253,1,1,1,1,13000.0,0,4,6,4,4,0
1,2,1,0.564971797,1,1,0,0,14000.0,0,0,0,1,2,0
1,1,1,0.371996621,1,1,0,0,13000.0,0,0,0,0,1,1
0,2,3,0.578365356,1,1,0,0,14000.0,0,0,0,3,1,0
0,2,3,0.58372978,1,1,0,1,13000.0,0,2,1,2,3,0
1,2,3,0.703133823,1,1,1,1,11000.0,0,1,0,3,4,0
0,1,2,0.382056905,1,0,0,0,17000.0,0,0,0,0,0,1
0,0,3,0.597195027,1,0,1,1,11000.0,0,5,5,2,4,0
0,2,1,0.647705623,1,0,0,1,13000.0,0,0,0,0,2,1
1,2,3,0.85238183,1,0,0,0,14000.0,0,0,0,1,3,0
1,0,0,0.345518252,0,0,0,0,19000.0,0,0,0,1,3,1
0,1,2,0.481017559,0,0,1,1,13000.0,0,0,0,0,1,1
0,0,0,0.341040653,1,0,1,1,14000.0,0,0,0,1,1,1
1,1,1,0.428934431,0,0,0,0,11000.0,1,0,0,1,0,1
0,2,3,0.600700639,1,1,0,1,16000.0,0,7,3,4,4,0
1,1,3,0.566784094,1,0,1,1,7000.0,0,1,6,3,4,0
0,2,1,0.357722469,1,0,1,1,8000.0,0,0,0,1,2,1
1,1,2,0.623086225,1,1,0,1,16000.0,0,0,0,3,2,0
1,0,0,0.434926293,1,0,0,0,17000.0,0,0,0,1,2,1
1,0,3,0.539772337,0,1,0,1,11000.0,0,0,0,3,3,0
0,2,3,0.550562954,0,1,0,1,17000.0,0,4,3,4,4,0
1,0,0,0.252620868,1,0,1,0,9000.0,0,0,0,1,1,0
0,2,2,0.578371217,1,0,0,0,13000.0,0,0,0,0,2,1
1,1,0,0.496499646,1,0,0,1,11000.0,0,1,1,2,3,1
0,1,0,0.364587777,0,0,1,0,12000.0,0,0,0,0,2,1
1,0,0,0.298544141,1,1,0,1,12000.0,0,0,0,0,2,1
1,1,0,0.377942549,0,0,0,1,12000.0,0,0,1,2,3,1
1,0,0,0.32443941,1,0,0,0,15000.0,0,0,0,0,2,1
0,0,0,0.198668849,1,0,0,0,18000.0,0,0,0,2,3,0
0,0,1,0.582285179,1,0,0,0,12000.0,0,0,4,2,3,0
1,1,2,0.595112613,0,1,1,1,14000.0,0,1,0,2,4,1
1,1,0,0.487319748,1,0,0,1,16000.0,0,0,0,0,1,1
0,1,2,0.39342922,1,1,1,0,12000.0,0,0,1,1,3,0
1,1,2,0.579788513,1,0,1,1,8000.0,0,0,0,1,1,1
0,1,3,0.512762385,1,1,1,1,7000.0,1,3,6,2,3,0
0,2,3,0.539155169,1,0,1,0,8000.0,0,5,1,3,4,0
0,2,3,0.52826372,1,1,0,1,10000.0,0,3,0,3,3,0
1,1,3,0.55647606,0,0,0,1,13000.0,0,1,2,2,4,0
0,0,0,0.421929081,0,0,0,0,14000.0,0,0,0,0,2,1
0,2,2,0.478853842,0,0,1,0,16000.0,0,0,0,1,2,1
0,1,1,0.432879299,1,0,0,1,14000.0,0,0,0,2,3,0
0,1,2,0.57016587,1,0,0,0,18000.0,0,1,4,2,4,0
1,0,0,0.382542364,0,0,1,1,12000.0,0,0,0,0,2,0
0,1,2,0.533051124,1,0,0,1,12000.0,0,2,6,4,4,0
0,2,3,0.717526946,0,1,0,0,15000.0,1,0,0,3,2,1
1,2,3,0.496593061,1,1,1,1,10000.0,0,2,3,4,4,0
1,2,2,0.450489139,1,0,1,1,12000.0,0,0,0,3,2,0
1,1,3,0.609543199,1,0,1,1,10000.0,0,0,0,3,2,1
1,1,2,0.580146617,1,0,1,1,13000.0,0,1,0,1,3,0
1,2,3,0.694595977,1,1,0,1,12000.0,0,0,0,3,3,0
0,0,2,0.36374369,1,0,1,1,11000.0,0,4,3,2,4,0
0,1,0,0.294247634,1,0,0,0,15000.0,1,0,0,1,2,0
0,2,2,0.461206589,1,0,0,0,16000.0,0,2,1,2,2,1
0,2,3,0.574933538,1,1,0,1,12000.0,0,4,3,3,4,0
1,2,3,0.717918781,1,0,0,1,14000.0,0,1,2,3,4,0
1,1,2,0.546199461,0,0,0,0,9000.0,0,4,4,3,4,0
1,1,3,0.647036116,1,1,0,1,8000.0,0,0,1,1,3,0
0,2,3,0.795556821,1,0,0,0,17000.0,0,0,1,2,3,1
0,1,1,0.522579843,0,0,0,1,15000.0,0,0,0,0,1,1
0,2,3,0.649415084,1,1,1,1,10000.0,0,0,0,1,2,0
1,0,1,0.365286636,1,1,0,0,12000.0,0,1,1,2,3,0
1,0,0,0.521351038,0,0,0,0,17000.0,0,0,0,1,2,1
1,1,2,0.588707992,1,0,0,1,16000.0,1,1,1,2,3,0
0,2,3,0.495553346,1,1,1,1,13000.0,0,3,3,3,4,0
1,2,3,0.648877497,1,0,1,1,10000.0,0,3,4,4,4,0
0,2,3,0.539612502,0,0,1,1,11000.0,0,4,11,4,4,0
0,2,2,0.564156721,1,0,0,1,13000.0,0,0,0,1,2,0
0,1,3,0.557823972,1,1,1,1,7000.0,1,1,2,1,3,0
0,2,3,0.51171062,1,1,0,1,16000.0,0,4,3,3,4,0
0,2,3,0.815510532,1,0,0,0,21000.0,0,0,0,3,3,1
1,2,2,0.55993723,1,0,1,1,14000.0,1,0,1,2,3,0
1,1,3,0.652552418,1,1,0,1,14000.0,0,1,3,3,4,0
0,1,1,0.43787863,1,1,0,1,11000.0,0,3,0,1,3,0
0,0,0,0.281261373,0,0,0,0,14000.0,0,3,1,2,4,0
1,1,3,0.618258099,1,0,1,1,15000.0,0,2,1,2,4,0
0,0,0,0.327273335,1,1,0,0,16000.0,0,0,0,0,2,0
1,1,1,0.572845133,1,0,1,0,14000.0,1,0,1,3,4,0
0,2,3,0.663519635,1,0,1,1,10000.0,0,5,6,2,4,0
0,2,3,0.546303399,1,0,1,1,10000.0,0,3,2,4,4,0
1,1,2,0.709246871,0,0,1,1,8000.0,0,4,4,3,4,0
0,2,3,0.56333847,1,0,1,0,10000.0,0,0,0,3,0,1
0,2,3,0.345183037,1,1,0,1,15000.0,0,0,0,3,4,0
1,2,1,0.361702429,1,0,0,0,10000.0,0,0,0,2,3,0
0,0,0,0.477395849,1,0,0,1,12000.0,0,1,2,2,2,0
0,2,1,0.498053808,1,1,1,1,12000.0,0,1,0,1,3,0
1,2,1,0.601009365,0,1,0,1,11000.0,0,0,0,0,2,1
0,2,3,0.576898632,0,1,0,0,14000.0,0,3,2,1,3,0
0,2,3,0.453232165,1,1,0,0,9000.0,0,1,2,1,3,0
0,1,3,0.485672758,1,0,1,1,14000.0,0,4,0,4,4,0
1,2,3,0.674163893,1,1,1,1,13000.0,0,3,5,4,4,0
1,0,0,0.387494157,0,0,0,0,13000.0,0,0,0,1,0,1
1,2,3,0.490996515,1,0,1,1,5000.0,0,4,4,3,4,0
0,2,3,0.623313822,1,1,0,0,17000.0,1,0,0,2,0,1
1,0,0,0.254907683,1,0,0,0,12000.0,0,0,0,1,2,0
0,2,3,0.784866069,1,1,1,0,10000.0,0,0,0,3,4,1
0,2,3,0.45967499,0,0,0,1,13000.0,1,0,1,2,4,0
1,1,2,0.52060881,1,0,0,0,14000.0,0,1,1,1,3,0
0,2,2,0.619427799,0,0,1,1,8000.0,0,6,6,3,4,0
1,1,2,0.648761777,1,0,1,1,9000.0,0,0,0,2,0,0
1,2,0,0.500795271,0,1,0,0,15000.0,0,0,0,0,2,0
0,1,1,0.668639484,0,0,0,0,18000.0,0,0,0,2,3,1
1,2,3,0.533130592,1,0,1,0,6000.0,0,2,1,3,4,0
1,2,2,0.496875094,1,1,1,0,6000.0,0,3,0,2,2,0
0,0,0,0.230888176,0,0,0,0,14000.0,0,0,0,0,2,1
1,0,3,0.610668073,1,0,1,1,8000.0,0,2,0,2,4,0
1,2,3,0.561499897,1,1,1,0,13000.0,0,0,0,0,0,0
0,2,2,0.556118293,1,0,0,1,8000.0,0,2,3,2,3,0
0,1,3,0.578388546,0,1,1,1,9000.0,0,1,2,2,3,0
1,2,3,0.557995143,1,1,1,0,12000.0,0,0,0,2,2,0
0,2,3,0.619797171,1,0,0,0,17000.0,0,1,0,2,3,1
0,2,3,0.660440443,1,0,0,1,10000.0,0,0,0,3,2,1
0,2,3,0.565053327,1,0,1,1,11000.0,1,2,6,2,4,0
1,1,2,0.654207292,1,0,1,1,9000.0,0,1,3,3,3,0
1,0,1,0.48768084,1,0,0,1,13000.0,0,0,0,1,2,1
1,1,0,0.374070559,1,0,0,0,15000.0,0,0,0,0,2,1
0,1,0,0.226620419,0,0,0,1,12000.0,0,0,0,0,2,1
1,1,1,0.489533473,1,0,0,0,13000.0,0,1,0,1,2,0
1,1,2,0.568572073,0,0,0,0,15000.0,0,0,0,0,0,1
1,2,3,0.48464116,1,0,1,1,8000.0,1,1,1,2,3,0
0,2,3,0.446094474,1,1,0,1,13000.0,1,6,7,2,4,0
0,0,0,0.425278187,0,0,0,1,12000.0,1,4,0,2,3,0
1,1,3,0.754849952,1,0,1,1,8000.0,1,3,2,3,4,0
1,2,0,0.271026133,1,0,0,1,10000.0,0,0,0,0,0,0
1,2,3,0.544825737,1,1,0,1,12000.0,0,3,1,3,4,0
0,2,2,0.411777805,1,1,0,0,16000.0,0,0,1,2,3,0
0,2,3,0.663615452,1,0,1,0,8000.0,0,2,2,1,3,1
0,0,0,0.326945192,1,0,0,1,11000.0,0,1,0,2,3,0
0,2,2,0.455952583,0,1,1,0,13000.0,0,1,1,2,3,1
1,2,3,0.660315621,1,0,0,1,11000.0,1,0,0,0,2,0
0,2,1,0.555412308,0,0,0,1,13000.0,0,0,1,2,3,1
0,1,3,0.635887396,1,0,1,1,8000.0,0,3,0,3,3,0
0,1,3,0.609499888,1,0,1,1,11000.0,0,2,0,3,3,0
0,2,3,0.342602023,1,0,0,1,12000.0,0,3,1,3,4,0
0,2,3,0.597065173,1,1,0,1,11000.0,1,4,1,3,4,0
0,0,1,0.463343187,0,0,0,1,17000.0,0,0,0,1,2,1
0,1,1,0.526534911,1,0,0,0,14000.0,0,0,2,1,3,0
1,1,2,0.684083374,1,0,1,1,8000.0,0,0,0,0,2,0
0,2,1,0.432799038,1,0,0,1,13000.0,0,0,0,1,3,0
0,0,0,0.309790447,1,0,0,0,10000.0,0,0,0,1,1,1
0,2,3,0.55861021,1,1,1,1,11000.0,0,3,3,3,4,0
0,1,2,0.401453502,1,0,1,1,13000.0,1,0,0,3,1,1
1,2,3,0.499349046,1,0,1,0,14000.0,0,2,1,2,3,0
1,2,3,0.569236072,1,1,1,0,12000.0,0,0,0,1,3,0
1,2,3,0.708114388,1,1,1,1,9000.0,0,2,1,3,4,0
0,2,3,0.845661215,1,1,1,1,14000.0,0,0,0,4,3,0
0,1,0,0.447009043,0,0,0,0,17000.0,0,0,0,0,2,1
0,1,2,0.457390735,1,0,1,1,12000.0,0,0,0,0,0,1
1,1,3,0.469489286,1,0,0,0,14000.0,0,0,0,2,3,0
1,0,0,0.397260064,1,0,0,0,17000.0,0,0,0,1,2,1
0,2,3,0.615068158,1,1,1,1,11000.0,0,1,3,3,4,0
1,1,1,0.393078544,1,0,1,0,8000.0,0,0,0,1,2,0
1,1,3,0.59786126,1,1,0,1,9000.0,0,1,0,1,2,0
0,2,3,0.586273982,1,1,1,1,11000.0,0,3,5,3,4,0
0,1,1,0.394203084,1,0,1,1,15000.0,0,2,0,2,4,1
1,1,3,0.49455464,1,1,0,0,13000.0,0,2,0,2,4,0
1,1,1,0.563816987,1,0,0,1,10000.0,0,0,1,2,3,0
0,1,1,0.377016881,0,1,0,0,13000.0,0,1,2,2,3,0
1,2,3,0.671710087,1,0,1,1,10000.0,0,5,1,2,4,0
0,2,3,0.66092604,1,0,1,1,10000.0,0,15,4,4,4,0
1,1,2,0.607643103,1,1,1,1,14000.0,0,1,1,1,3,0
1,1,2,0.480140668,0,1,0,0,14000.0,0,0,0,0,2,1
1,0,0,0.319866568,0,0,0,1,9000.0,1,0,2,2,3,0
0,2,3,0.603465039,1,1,0,0,16000.0,0,2,1,3,4,0
1,0,0,0.286204407,0,0,0,0,16000.0,0,0,0,1,2,1
1,2,3,0.545443745,1,0,0,0,11000.0,0,1,2,2,3,0
1,0,2,0.492410396,1,0,0,1,12000.0,0,1,1,2,4,0
0,2,3,0.662263092,0,1,1,1,10000.0,0,0,0,3,2,0
1,0,1,0.586952122,1,0,1,1,8000.0,0,2,1,1,3,0
0,2,3,0.470909943,1,0,1,1,13000.0,0,4,4,4,4,0
1,2,3,0.562638406,1,1,0,1,13000.0,0,2,0,2,4,0
0,1,3,0.579892608,1,1,1,1,10000.0,0,7,4,3,4,0
1,1,3,0.55409927,1,1,1,1,10000.0,0,2,2,3,3,0
0,1,3,0.492318609,1,0,1,1,10000.0,0,0,0,2,2,0
0,2,3,0.603204695,1,0,1,1,8000.0,0,1,1,3,4,0
1,2,3,0.676649601,1,0,0,1,14000.0,0,0,0,2,3,0
1,1,0,0.348607717,0,0,0,0,18000.0,0,0,0,0,1,1
1,2,2,0.527031956,0,0,0,1,12000.0,0,0,0,3,2,1
1,1,0,0.583820765,0,0,1,1,11000.0,0,1,0,2,3,0
0,1,2,0.449628367,0,0,1,0,12000.0,0,0,0,3,2,1
1,1,3,0.779167955,1,0,0,1,14000.0,0,1,0,2,4,0
0,0,3,0.62680272,1,0,1,1,7000.0,0,5,4,4,4,0
1,1,2,0.523094574,1,1,1,1,12000.0,0,2,1,3,4,0
0,2,3,0.609916556,1,0,0,1,12000.0,0,5,1,1,3,0
0,2,3,0.482593712,1,1,1,1,11000.0,0,0,0,3,3,0
1,1,1,0.532661328,1,0,1,1,11000.0,0,0,0,3,3,0
1,1,2,0.560407846,1,1,1,1,10000.0,0,0,0,3,3,0
1,1,2,0.46370106,1,1,0,0,16000.0,0,0,0,2,2,0
1,2,2,0.423147487,0,1,1,1,10000.0,0,7,1,3,4,0
1,1,2,0.600231266,1,1,1,1,7000.0,0,0,0,0,2,0
0,2,3,0.557169714,1,1,1,1,11000.0,0,0,0,2,3,0
1,0,1,0.35633053,1,0,0,1,10000.0,0,1,6,2,4,0
1,1,2,0.557529637,1,0,1,1,11000.0,0,1,2,4,4,0
1,0,0,0.273577534,0,0,1,1,10000.0,0,0,0,1,2,1
0,1,2,0.458433271,1,0,0,1,13000.0,0,1,2,3,4,0
0,1,2,0.477971293,0,0,0,0,14000.0,0,0,0,0,0,1
1,0,0,0.350555716,0,0,1,0,14000.0,0,0,0,1,2,1
1,0,2,0.368039219,0,0,1,1,13000.0,0,0,2,3,4,0
1,2,3,0.604676459,1,0,0,0,12000.0,0,0,0,3,4,0
1,2,3,0.652740568,1,1,1,0,9000.0,0,6,0,4,4,0
0,2,3,0.513025664,0,0,1,1,11000.0,0,0,0,3,1,1
1,1,2,0.453573258,1,1,1,1,9000.0,0,1,2,2,3,0
1,1,3,0.613152782,1,0,1,1,10000.0,0,1,1,3,4,0
0,0,0,0.336417011,1,0,0,0,16000.0,0,1,1,1,3,1
1,2,3,0.684894007,1,0,0,1,12000.0,0,0,0,4,1,1
0,1,2,0.512608117,1,0,1,1,9000.0,0,0,0,2,2,1
1,0,2,0.651457245,1,1,1,1,8000.0,0,6,3,2,4,0
0,2,1,0.38813198,0,1,0,1,15000.0,0,0,0,2,1,1
0,1,3,0.670471257,1,1,1,1,8000.0,0,9,2,4,4,0
0,1,2,0.441226321,1,0,1,1,10000.0,0,0,0,2,2,1
0,2,0,0.434943423,1,0,0,0,16000.0,0,0,3,1,3,0
0,2,2,0.439352824,0,1,1,1,8000.0,0,0,0,2,2,1
1,0,1,0.502938255,0,0,1,0,15000.0,0,1,2,3,4,0
1,0,0,0.24196781,1,0,0,1,13000.0,0,1,0,3,4,0
1,2,3,0.600084279,0,0,1,1,13000.0,1,1,1,3,3,0
0,2,3,0.561860679,1,0,0,1,14000.0,0,1,1,3,4,0
0,2,2,0.410753473,1,1,0,0,11000.0,0,1,1,3,3,0
1,0,0,0.252551296,0,0,0,0,13000.0,0,3,2,2,4,0
1,0,2,0.536232105,1,0,0,1,13000.0,0,1,0,2,3,0
1,2,2,0.476429821,0,0,0,1,15000.0,0,0,0,2,3,0
1,1,2,0.610804733,1,0,1,1,10000.0,0,0,2,1,3,0
0,2,2,0.323948793,1,0,0,1,13000.0,0,2,2,2,3,0
1,1,2,0.625152452,0,1,1,1,9000.0,0,5,0,2,3,0
1,0,2,0.742441704,1,0,0,1,14000.0,0,2,2,2,4,0
1,1,3,0.564530073,1,0,1,1,12000.0,0,1,6,3,4,0
1,2,2,0.569093674,0,0,0,0,13000.0,0,0,0,0,2,1
1,1,1,0.494809388,0,0,0,0,16000.0,0,0,0,0,2,1
1,1,2,0.461447565,1,1,1,1,13000.0,0,2,2,3,4,0
0,2,3,0.638329881,1,0,1,1,10000.0,0,0,0,3,2,0
0,2,3,0.826054026,1,1,1,1,7000.0,0,0,6,3,3,0
1,0,0,0.290850426,1,0,1,1,12000.0,0,0,0,1,2,1
0,1,3,0.561142536,1,0,1,1,8000.0,0,3,3,4,4,0
1,0,0,0.369846035,0,0,0,0,14000.0,0,0,0,1,0,1
0,1,0,0.398398694,0,0,1,1,11000.0,0,1,1,2,3,0
0,2,1,0.419161597,1,1,1,0,10000.0,0,0,0,2,2,0
1,1,3,0.701550421,1,1,1,1,10000.0,0,1,0,3,4,0
1,1,2,0.59430327,1,0,1,1,8000.0,0,0,1,2,3,0
0,2,3,0.473162692,0,1,1,1,11000.0,0,2,1,3,3,1
0,0,0,0.227051831,0,0,1,1,8000.0,0,1,0,1,3,1
0,2,3,0.624232932,1,0,1,1,8000.0,0,1,3,3,4,0
0,1,2,0.467170878,1,0,0,0,15000.0,0,1,2,1,2,0
0,1,2,0.593213001,1,0,1,1,9000.0,0,0,0,2,2,1
0,2,0,0.217981843,1,1,0,0,18000.0,0,0,0,1,2,0
1,2,2,0.567587466,1,0,1,1,8000.0,0,0,0,2,2,0
1,0,0,0.192627925,0,0,1,1,8000.0,0,0,0,0,2,1
1,1,3,0.495628393,0,1,1,0,11000.0,0,2,0,2,4,0
1,2,3,0.782808644,1,1,1,1,8000.0,0,4,2,3,4,0
1,2,3,0.611701818,0,0,1,0,9000.0,0,5,1,2,4,0
0,0,1,0.397924048,1,1,0,1,12000.0,0,0,0,0,1,0
1,2,3,0.715833387,1,1,1,1,9000.0,0,0,1,1,3,0
1,1,2,0.424541022,1,0,0,1,11000.0,1,0,0,2,3,0
1,2,2,0.562999248,0,0,1,1,10000.0,0,0,0,1,1,1
1,1,2,0.499490215,0,0,0,0,14000.0,0,2,0,2,3,1
0,0,0,0.439451416,0,1,0,0,14000.0,1,0,0,2,3,1
0,1,1,0.432870901,1,0,0,0,13000.0,0,0,0,1,3,1
0,2,3,0.741295142,1,0,1,1,8000.0,0,0,4,3,4,0
0,2,3,0.62215021,1,1,1,1,12000.0,0,1,4,3,4,0
0,1,2,0.583931456,1,1,0,1,11000.0,0,3,1,3,3,0
1,2,2,0.593854328,0,1,0,1,11000.0,1,0,0,2,3,0
0,1,3,0.594458516,1,0,1,0,14000.0,0,4,4,3,4,0
1,1,0,0.234468086,0,0,0,0,10000.0,0,0,0,0,1,1
1,1,2,0.33960405,1,0,1,1,7000.0,0,0,0,2,2,1
1,2,3,0.315091374,1,0,1,1,8000.0,0,0,1,3,4,0
0,2,3,0.487634178,1,1,1,1,7000.0,0,5,5,4,4,0
1,1,0,0.371904416,0,0,0,0,16000.0,0,0,0,1,1,1
0,2,3,0.57777053,1,1,1,1,12000.0,0,5,5,3,4,0
0,2,3,0.582067421,1,0,1,1,12000.0,0,3,4,3,3,0
0,1,3,0.714604105,1,0,0,1,10000.0,0,2,3,3,4,0
1,0,0,0.36414817,1,0,0,0,15000.0,0,0,0,1,3,0
